Number,id,missing data,citation1,citation2,citation3,country,country id,latitude,longitude,method,rdt type,month start,year start,month end,year end,lower age,upper age,pf pos,examined,PR,Dummy Time
252,813307,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-8.04426,33.22277,RDT,NA,6,2008,6,2008,0,4,5,31,0.161290323,2000
253,809610,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-8.00376,38.46747,RDT,NA,6,2008,6,2008,0,4,8,42,0.19047619,2000
254,819969,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-8.0021,35.84563,RDT,NA,6,2008,6,2008,0,4,3,49,0.06122449,2000
255,821256,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-7.99929,35.45421,RDT,NA,6,2008,6,2008,0,4,0,43,0,2000
256,812543,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-7.9865,35.8758,RDT,NA,6,2008,6,2008,0,4,0,68,0,2000
257,816095,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-7.96575,35.38348,RDT,NA,6,2008,6,2008,0,4,0,43,0,2000
258,822737,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.9596,38.9883,Microscopy,,6,2006,9,2006,0,15,6,154,0.038961039,2000
259,822813,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.9549,38.9698,Microscopy,,6,2006,9,2006,0,15,13,91,0.142857143,2000
260,822820,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.9548,38.9769,Microscopy,,6,2006,9,2006,0,15,12,107,0.112149533,2000
261,822863,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.9521,38.9934,Microscopy,,6,2006,9,2006,0,15,14,63,0.222222222,2000
262,822816,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.9497,38.971,Microscopy,,6,2006,9,2006,0,15,9,69,0.130434783,2000
263,822859,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.949,38.9863,Microscopy,,6,2006,9,2006,0,15,8,68,0.117647059,2000
264,822732,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.9453,38.9813,Microscopy,,6,2006,9,2006,0,15,3,73,0.04109589,2000
265,824874,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.9366,38.979,Microscopy,,6,2006,9,2006,0,15,13,85,0.152941176,2000
266,822861,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.9363,38.9806,Microscopy,,6,2006,9,2006,0,15,9,80,0.1125,2000
267,820084,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-7.92695,35.06533,RDT,NA,6,2008,6,2008,0,4,0,37,0,2000
268,824929,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.9174,38.9723,Microscopy,,5,2006,9,2006,0,15,3,13,0.230769231,2000
269,817933,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-7.8953,35.0626,RDT,NA,6,2008,6,2008,0,4,0,58,0,2000
270,806395,,"NIMR - MoH/NMCP. (2001). <i>Malaria Epidemiological Studies in Iringa Rural District, Tanzania.</i> Dar es Salaam, Tanzania (United Republic of): Ministry of Health 74pg.",,,Tanzania (United Republic of),TZA,-7.84082,35.60325,Microscopy,,1,2001,2,2001,9,12,50,209,0.23923445,2000
271,824959,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.8054,39.0626,Microscopy,,6,2006,9,2006,0,15,3,23,0.130434783,2000
272,820625,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-7.804,35.6843,RDT,NA,6,2008,6,2008,0,4,6,50,0.12,2000
273,824939,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.7932,38.8944,Microscopy,,5,2005,9,2005,0,15,1,1,1,2000
274,803307,,"Bereczky, S., Liljander, A., Rooth, I., Faraja, L., Granath, F., Montgomery, S.M. and Färnert, A. (2007).  <b>Multiclonal asymptomatic <i>Plasmodium falciparum</i> infections predict a reduced risk of malaria disease in a Tanzanian population.</b> <i>Microbes and Infection</i>, <b>9</b>(1):103-10",,,Tanzania (United Republic of),TZA,-7.7833,39.282,Microscopy,,3,1999,4,1999,1,84,236,873,0.270332188,2000
275,816274,,"NIMR - MoH/NMCP. (2001). <i>Malaria Epidemiological Studies in Iringa Rural District, Tanzania.</i> Dar es Salaam, Tanzania (United Republic of): Ministry of Health 74pg.",,,Tanzania (United Republic of),TZA,-7.78295,35.19908,Microscopy,,1,2001,2,2001,9,12,154,297,0.518518519,2000
276,811195,,"Mboera, L.E.G., Kadete, L., Nyange, A. and Molteni, F. (2006).  <b>Urban malaria in Dodoma and Iringa, Tanzania.</b> <i>Tanzania Health Research Bulletin</i>, <b>8</b>(2):115-118","Molteni, F. (2006) personal communication.",,Tanzania (United Republic of),TZA,-7.78212,35.6946,Microscopy,,3,2001,3,2001,6,15,59,395,0.149367089,2000
277,824942,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.7663,38.8392,Microscopy,,5,2002,9,2002,0,15,12,23,0.52173913,2000
278,819775,,"NIMR - MoH/NMCP. (2001). <i>Malaria Epidemiological Studies in Iringa Rural District, Tanzania.</i> Dar es Salaam, Tanzania (United Republic of): Ministry of Health 74pg.",,,Tanzania (United Republic of),TZA,-7.76555,35.56768,Microscopy,,1,2001,2,2001,9,12,43,295,0.145762712,2000
279,822810,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.765,38.9862,Microscopy,,6,2006,9,2006,0,15,22,83,0.265060241,2000
280,812725,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-7.75978,35.70697,RDT,NA,6,2008,6,2008,0,4,9,39,0.230769231,2000
281,822806,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.7594,39.0059,Microscopy,,6,2006,9,2006,0,15,16,51,0.31372549,2000
282,824868,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.7511,38.8633,Microscopy,,5,2006,9,2006,0,15,5,60,0.083333333,2000
283,805436,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-7.75071,38.66301,RDT,NA,6,2008,6,2008,0,4,2,24,0.083333333,2000
284,822775,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.7413,38.8846,Microscopy,,6,2006,9,2006,0,15,15,104,0.144230769,2000
285,822760,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.7247,38.9366,Microscopy,,6,2006,9,2006,0,15,67,202,0.331683168,2000
286,822754,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.7182,38.9397,Microscopy,,6,2006,9,2006,0,15,70,221,0.316742081,2000
287,822846,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.7007,38.9935,Microscopy,,6,2006,9,2006,0,15,39,113,0.345132743,2000
288,822835,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.6948,39.1087,Microscopy,,6,2006,9,2006,0,15,48,153,0.31372549,2000
289,824948,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.683,39.0229,Microscopy,,6,2006,9,2006,0,15,4,9,0.444444444,2000
290,824911,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.6725,39.025,Microscopy,,6,2006,9,2006,0,15,11,23,0.47826087,2000
291,822712,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.6515,39.0554,Microscopy,,6,2006,9,2006,0,15,15,74,0.202702703,2000
292,822718,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.6248,39.0717,Microscopy,,6,2006,9,2006,0,15,29,70,0.414285714,2000
293,824935,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.6242,39.0269,Microscopy,,6,2006,9,2006,0,15,1,1,1,2000
294,824964,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.6057,38.9867,Microscopy,,5,2005,9,2005,0,15,17,43,0.395348837,2000
295,809742,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-7.59382,38.45467,RDT,NA,6,2008,6,2008,0,4,2,28,0.071428571,2000
296,824878,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.5849,39.1113,Microscopy,,6,2006,9,2006,0,15,14,36,0.388888889,2000
297,824953,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.5809,38.9338,Microscopy,,5,2005,9,2005,0,15,16,37,0.432432432,2000
298,824862,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.5726,39.1426,Microscopy,,6,2006,9,2006,0,15,0,2,0,2000
299,821665,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-7.5712,38.5853,RDT,NA,6,2008,6,2008,0,4,3,54,0.055555556,2000
300,812275,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-7.55501,39.04548,RDT,NA,6,2008,6,2008,0,4,13,46,0.282608696,2000
301,822748,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-7.5508,39.1359,Microscopy,,6,2006,9,2006,0,15,61,181,0.337016575,2000
302,811810,,"Kilimani, V.A.E.B. (1992). <i>Follow-up malaria and social-economic studies of the malaria control project in Pawaga Division, Iringa Region.</i> TAN.200.KIL. Dar es Salaam, Tanzania (United Republic of): National Institute for Medical Research 13pg.",,,Tanzania (United Republic of),TZA,-7.516,35.532,Microscopy,,5,1992,5,1992,0,5,133,204,0.651960784,2000
303,805134,,"Kilimani, V.A.E.B. (1992). <i>Follow-up malaria and social-economic studies of the malaria control project in Pawaga Division, Iringa Region.</i> TAN.200.KIL. Dar es Salaam, Tanzania (United Republic of): National Institute for Medical Research 13pg.",,,Tanzania (United Republic of),TZA,-7.445,35.494,Microscopy,,5,1992,5,1992,0,5,189,328,0.576219512,2000
304,804875,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-7.44287,38.52924,RDT,NA,6,2008,6,2008,0,4,18,48,0.375,2000
305,808922,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-7.42734,31.37168,RDT,NA,6,2008,6,2008,0,4,2,45,0.044444444,2000
306,812500,,"Alilio. (1990). Dar es Salaam, Tanzania (United Republic of): National Institute of Medical Research.",,,Tanzania (United Republic of),TZA,-7.415,35.598,Microscopy,,5,1990,5,1990,0,5,80,92,0.869565217,2000
307,813266,,"Alilio. (1990). Dar es Salaam, Tanzania (United Republic of): National Institute of Medical Research.",,,Tanzania (United Republic of),TZA,-7.37,35.514,Microscopy,,5,1990,5,1990,0,5,75,80,0.9375,2000
308,811624,,"Kilimani, V.A.E.B. (1992). <i>Follow-up malaria and social-economic studies of the malaria control project in Pawaga Division, Iringa Region.</i> TAN.200.KIL. Dar es Salaam, Tanzania (United Republic of): National Institute for Medical Research 13pg.",,,Tanzania (United Republic of),TZA,-7.3667,35.499,Microscopy,,5,1992,5,1992,0,5,34,165,0.206060606,2000
309,819039,,"Kilimani, V.A.E.B. (1992). <i>Follow-up malaria and social-economic studies of the malaria control project in Pawaga Division, Iringa Region.</i> TAN.200.KIL. Dar es Salaam, Tanzania (United Republic of): National Institute for Medical Research 13pg.",,,Tanzania (United Republic of),TZA,-7.366,35.483,Microscopy,,5,1992,5,1992,0,5,225,301,0.747508306,2000
310,806436,,"Kilimani, V.A.E.B. (1992). <i>Follow-up malaria and social-economic studies of the malaria control project in Pawaga Division, Iringa Region.</i> TAN.200.KIL. Dar es Salaam, Tanzania (United Republic of): National Institute for Medical Research 13pg.",,,Tanzania (United Republic of),TZA,-7.334,35.5167,Microscopy,,5,1992,5,1992,0,5,23,155,0.148387097,2000
311,804147,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-7.31993,31.3682,RDT,NA,6,2008,6,2008,0,4,5,43,0.11627907,2000
312,805628,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-7.31992,31.36543,RDT,NA,6,2008,6,2008,0,4,100,194,0.515463918,2000
313,811312,,"Alilio. (1990). Dar es Salaam, Tanzania (United Republic of): National Institute of Medical Research.",,,Tanzania (United Republic of),TZA,-7.316,35.45,Microscopy,,5,1990,5,1990,0,4,28,34,0.823529412,2000
314,818460,,"Kilimani, V.A.E.B. (1992). <i>Follow-up malaria and social-economic studies of the malaria control project in Pawaga Division, Iringa Region.</i> TAN.200.KIL. Dar es Salaam, Tanzania (United Republic of): National Institute for Medical Research 13pg.",,,Tanzania (United Republic of),TZA,-7.3,35.516,Microscopy,,5,1992,5,1992,0,5,41,113,0.362831858,2000
315,805960,,"Tatala. (1993). <i>Pre-balance of iron deficiency anemia in pre-school children and the effect of vitamin C supplementation: A study carried out in Msonga village, COSAT Region.</i> Dar es Salaam, Tanzania (United Republic of): Tanzania Food and Nutrition Centre.",,,Tanzania (United Republic of),TZA,-7.25,38.7833,Microscopy,,12,1992,12,1992,0,7,38,113,0.336283186,2000
316,816760,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-6.9371,36.4214,RDT,NA,6,2008,6,2008,0,4,9,56,0.160714286,2000
317,805212,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-6.9271,36.4212,RDT,NA,6,2008,6,2008,0,4,4,60,0.066666667,2000
318,822596,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> Dar es Salaam, Tanzania (United Republic of): Ministry of Health.",,,Tanzania (United Republic of),TZA,-6.919,39.249,Microscopy,,2,1994,2,1994,5,14,11.85,50,0.237,2000
319,824826,,"Jukes, M.C.H., Nokes, C.A., Alcock, K.J., Lambo, J.K., Kihamia, C., Ngorosho, N., Mbise, A., Lorri, W., Yona, E., Mwanri, L., Baddeley, A.D., Hall, A. and Bundy, D.A. (2002).  <b>Heavy schistosomiasis associated with poor short-term memory and slower reaction times in Tanzanian schoolchildren.</b> <i>Tropical Medicine & International Health</i>, <b>7</b>(2):104-17","Jukes, MCH. (2002) personal communication.",,Tanzania (United Republic of),TZA,-6.917,39.259,Microscopy,,10,1998,10,1998,11,15,129,282,0.457446809,2000
320,805683,,"Hellgren, U., Ericsson, O., Kihamia, C.M. and Rombo, L. (1994).  <b>Malaria parasites and chloroquine concentrations in Tanzanian schoolchildren.</b> <i>Tropical Medicine and Parasitology</i>, <b>45</b>(4):293-7",,,Tanzania (United Republic of),TZA,-6.9167,39.25,Microscopy,,11,1988,12,1988,7,15,122,163,0.748466258,2000
321,822566,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> Dar es Salaam, Tanzania (United Republic of): Ministry of Health.",,,Tanzania (United Republic of),TZA,-6.901,39.116,Microscopy,,8,1995,8,1995,5,14,8.75,50,0.175,2000
322,822609,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> Dar es Salaam, Tanzania (United Republic of): Ministry of Health.",,,Tanzania (United Republic of),TZA,-6.901,39.066,Microscopy,,8,1995,8,1995,5,14,1.3,50,0.026,2000
323,817542,,"Hellgren, U., Kihamia, C.M., Bergqvist, Y. and Rombo, L. (1991).  <b>Standard and reduced doses of mefloquine for treatment of <i>Plasmodium falciparum</i> in Tanzania: whole blood concentrations in relation to adverse reactions, in vivo response, and in vitro susceptibility.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>45</b>(2):254-62",,,Tanzania (United Republic of),TZA,-6.8949,39.2552,Microscopy,,11,1988,12,1988,7,19,53,700,0.075714286,2000
324,808600,,"Molteni, F. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-6.8884,39.1683,RDT,NA,6,2006,6,2006,0,4,0,50,0,2000
325,816887,,"Wang, S.J., Lengeler, C., Mtasiwa, D., Mshana, T., Manane, L., Maro, G. and Tanner, M. (2006).  <b>Rapid Urban Malaria Appraisal (RUMA) II: epidemiology of urban malaria in Dar es Salaam (Tanzania).</b> <i>Malaria Journal</i>, <b>5</b>:28","Wang, S.J. (2006) personal communication.",,Tanzania (United Republic of),TZA,-6.88,39.258,Microscopy,,7,2003,7,2003,6,12,8,210,0.038095238,2000
326,811704,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-6.87923,39.17066,RDT,NA,6,2008,6,2008,0,4,1,29,0.034482759,2000
