Number,id,missing data,citation1,citation2,citation3,country,country id,latitude,longitude,method,rdt type,month start,year start,month end,year end,lower age,upper age,pf pos,examined,PR,Dummy Time
605,815212,,"Rapuoda, B.A. (1995). <i>The malaria parasite prevalence rates in settled villages of the Mwea Tebere irrigation scheme.</i> D. Phil. Thesis. Kenyatta University, Nairobi, Kenya.",,,Kenya,KEN,-0.6343,37.3717,Microscopy,,9,1989,9,1989,1,9,3,116,0.025862069,2000
606,821222,,"Marsh, K. (1995) personal communication.",,,Kenya,KEN,-3.52315,39.89978,Microscopy,,3,1995,3,1995,0,4,58,196,0.295918367,2000
607,815229,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,-4.391,39.4414,RDT,Rapid Uni-Gold,3,2003,9,2003,0.6,5,10,16,0.625,2000
608,815230,,"Mwaniki, D.L. (2002). <i>Anaemia and status of iron, vitamin A and zinc in Kenya.</i> Nairobi, Kenya: UNICEF 256pg.",,,Kenya,KEN,-3.9667,39.7167,Microscopy,,10,1999,10,1999,0,5,36,106,0.339622642,2000
609,815239,,"Mbogo, C.M., Mwangangi, J.M., Nzovu, J., Gu, W., Yan, G., Gunter, J.T., Swalm, C., Keating, J., Regens, J.L., Shililu, J.I., Githure, J.I. and Beier, J.C. (2003).  <b>Spatial and temporal heterogeneity of <i>Anopheles</i> mosquitoes and <i>Plasmodium falciparum</i> transmission along the Kenyan coast.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>68</b>(6):734-42",,,Kenya,KEN,-3.7291,39.7012,Microscopy,,5,1998,5,1998,6,12,39,100,0.39,2000
610,815260,,"Bejon, P., Lusingu, J., Olotu, A., Leach, A., Lievens, M., Vekemans, J., Mshamu, S., Lang, T., Gould, J., Dubois, M.C., Demoitié, M.A., Stallaert, J.F., Vansadia, P., Carter, T., Njuguna, P., Awuondo, K.O., Malabeja, A., Abdul, O., Gesase, S., Mturi, N., Drakeley, C.J., Savarese, B., Villafana, T., Ballou, W.R., Cohen, J., Riley, E.M., Lemnge, M.M., Marsh, K. and von Seidlein, L. (2008).  <b>Efficacy of RTS,S/AS01E vaccine against malaria in children 5 to 17 months of age.</b> <i>The New England Journal of Medicine</i>, <b>359</b>(24):2521-32","Bejon, P. (2009) personal communication.",,Kenya,KEN,-3.82954,39.76145,Microscopy,,3,2007,8,2007,0.4,1,4,91,0.043956044,2000
611,815264,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.27847,37.73493,RDT,Paracheck Pf (Device),10,2009,10,2009,5,17,0,106,0,2000
612,815309,,"Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,,Kenya,KEN,-3.02028,40.17208,RDT,OptiMAL-IT,10,2008,10,2008,5,15,1,106,0.009433962,2000
613,815325,,"Manda, H. and Gouagna, L.C. International Centre for Insect Physiology and Ecology / NIH ICDR-funded, (2009) personal communication.",,,Kenya,KEN,-0.34783,34.18937,Microscopy,,3,2004,3,2004,4,12,26,118,0.220338983,2000
614,815347,,"Bejon, P., Lusingu, J., Olotu, A., Leach, A., Lievens, M., Vekemans, J., Mshamu, S., Lang, T., Gould, J., Dubois, M.C., Demoitié, M.A., Stallaert, J.F., Vansadia, P., Carter, T., Njuguna, P., Awuondo, K.O., Malabeja, A., Abdul, O., Gesase, S., Mturi, N., Drakeley, C.J., Savarese, B., Villafana, T., Ballou, W.R., Cohen, J., Riley, E.M., Lemnge, M.M., Marsh, K. and von Seidlein, L. (2008).  <b>Efficacy of RTS,S/AS01E vaccine against malaria in children 5 to 17 months of age.</b> <i>The New England Journal of Medicine</i>, <b>359</b>(24):2521-32","Bejon, P. (2009) personal communication.",,Kenya,KEN,-3.71433,39.80966,Microscopy,,3,2007,8,2007,0.4,1,3,90,0.033333333,2000
615,815364,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.36304,34.84834,RDT,Paracheck Pf (Device),12,2009,12,2009,5,17,8,110,0.072727273,2000
616,815370,,"Montgomery, S.R., Muok, EM, Mwinzi, PN, Williamson, JM, Secor, WE and Karanja, DM. (2008). <i>Estimation of attributable risk of anemia due to schistosomiasis in western Kenya.</i> New Orleans, United States of America.","Montgomery, SR. (2009) personal communication.",,Kenya,KEN,-0.14751,34.36257,Microscopy,,7,2006,8,2006,5,14,14,28,0.5,2000
617,815376,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.62482,34.74693,RDT,Paracheck Pf (Dipstick),7,2009,7,2009,4,15,0,110,0,2000
618,815400,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,0.86832,35.6948,RDT,Paracheck Pf (Device),11,2009,11,2009,5,17,0,108,0,2000
619,815412,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,-1.6839,37.801,RDT,Rapid Uni-Gold,9,2003,9,2003,0.1,5,3,18,0.166666667,2000
620,815433,,"Mwangi, T.W. (2003). <i>Clinical epidemiology of malaria under differing levels of transmission.</i> D. Phil. Thesis. The Open University: Weatherall Institute of Molecular Medicine, Oxford, United Kingdom.","Mwangi, T.W. (2008) personal communication.",,Kenya,KEN,-3.53361,39.87401,Microscopy,,5,2007,5,2007,0,11,1,55,0.018181818,2000
621,815493,,"Kolaczinski, J.H., Reithinger, R., Worku, D.T., Ocheng, A., Kasimiro, J., Kabatereine, N. and Brooker, S. (2008).  <b>Risk factors of visceral leishmaniasis in East Africa: a case-control study in Pokot territory of Kenya and Uganda.</b> <i>International Journal of Epidemiology</i>, <b>37</b>(2):344-52",,,Kenya,KEN,2.0093,35.2203,RDT,Paracheck Pf,6,2006,9,2006,9,20,0,8,0,2000
622,815507,,"Leenstra, T., Petersen, L.T., Kariuki, S.K., Oloo, A.J., Kager, P.A. and ter Kuile, F.O. (2005).  <b>Prevalence and severity of malnutrition and age at menarche; cross-sectional studies in adolescent schoolgirls in western Kenya.</b> <i>European Journal of Clinical Nutrition</i>, <b>59</b>(1):41-8","Leenstra, T. (2009) personal communication.",,Kenya,KEN,-0.17825,34.38657,Microscopy,,2,1999,2,1999,12,18,0,17,0,2000
623,815536,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-3.99931,39.63047,RDT,Paracheck Pf (Device),9,2009,9,2009,5,17,7,112,0.0625,2000
624,815545,,"Mbogo, C. (2009). <i>Report on the malaria prevalence survey in Malindi.</i> Malindi, Kenya 4pg.",,,Kenya,KEN,-3.1748,39.95744,Microscopy,,10,2008,10,2008,3,14,5,78,0.064102564,2000
625,815615,,"Marsh, K. (1995) personal communication.",,,Kenya,KEN,-3.52081,39.80824,Microscopy,,3,1995,3,1995,1,4,43,82,0.524390244,2000
626,815619,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,-3.844,39.2974,RDT,Rapid Uni-Gold,10,2003,10,2003,0.2,4,12,18,0.666666667,2000
627,815622,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,0.377,34.1175,RDT,Rapid Uni-Gold,2,2003,2,2003,0.4,5,35,35,1,2000
628,815635,,"Brooker, S. (2008) personal communication.","Clarke, SE, Jukes, MC, Njagi, JK, Khasakhala, L, Cundill, B, Otido, J, Crudder, C, Estambale, BB and Brooker, S. (2008).  <b>Effect of intermittent preventive treatment of malaria on health and education in schoolchildren: a cluster-randomised, double-blind, placebo-controlled trial.</b> <i>Lancet</i>, <b>372</b>(9633):127-38",,Kenya,KEN,-0.0282,34.1649,Microscopy,,3,2005,3,2005,5,14,13,67,0.194029851,2000
629,815638,,"Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,,Kenya,KEN,-4.3849,39.24126,RDT,OptiMAL-IT,10,2008,10,2008,5,15,11,112,0.098214286,2000
630,815686,,"Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,,Kenya,KEN,-4.26064,39.52354,RDT,OptiMAL-IT,10,2008,10,2008,5,15,21,107,0.196261682,2000
631,815718,," Kilifi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.",,,Kenya,KEN,-3.814,39.7555,Microscopy,,5,2009,5,2009,1,9,0,6,0,2000
632,815746,,"Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,,Kenya,KEN,-3.78975,39.82114,RDT,OptiMAL-IT,9,2008,9,2008,5,15,0,108,0,2000
633,815769,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.48667,35.12919,RDT,Paracheck Pf (Device),11,2009,11,2009,5,17,1,110,0.009090909,2000
634,815776,,"Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,,Kenya,KEN,-2.73201,40.14368,RDT,OptiMAL-IT,10,2008,10,2008,5,15,1,104,0.009615385,2000
635,815788,,"John, C.C., McHugh, M.M., Moormann, A.M., Sumba, P.O. and Ofulla, A.V. (2005).  <b>Low prevalence of <i>Plasmodium falciparum</i> infection among asymptomatic individuals in a highland area of Kenya.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>99</b>(10):780-6","John, CC. (2009) personal communication.",,Kenya,KEN,0.3167,35.0616,Microscopy,,4,2002,5,2002,1,15,17,161,0.105590062,2000
636,815802,,"Manda, H. and Gouagna, L.C. International Centre for Insect Physiology and Ecology / NIH ICDR-funded, (2009) personal communication.",,,Kenya,KEN,-0.49255,34.30302,Microscopy,,5,2004,7,2004,1,13,29,141,0.205673759,2000
637,815804,," Kilifi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.",,,Kenya,KEN,-3.804,39.7538,Microscopy,,5,2009,5,2009,0.9,10,1,18,0.055555556,2000
638,815808,,"Montgomery, S.R., Muok, EM, Mwinzi, PN, Williamson, JM, Secor, WE and Karanja, DM. (2008). <i>Estimation of attributable risk of anemia due to schistosomiasis in western Kenya.</i> New Orleans, United States of America.","Montgomery, SR. (2009) personal communication.",,Kenya,KEN,-0.15596,34.48115,Microscopy,,3,2007,5,2007,5,14,61,79,0.772151899,2000
639,815814,,"Gitonga, C. and Brooker, S. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-1.7546,40.09665,RDT,Paracheck Pf (Dipstick),3,2009,3,2009,5,17,11,108,0.101851852,2000
640,815838,,"Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,,Kenya,KEN,-3.35459,39.52209,RDT,OptiMAL-IT,10,2008,10,2008,5,15,2,107,0.018691589,2000
641,815847,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-3.18474,37.72554,RDT,Paracheck Pf (Dipstick),7,2009,7,2009,4,15,0,103,0,2000
642,815857,," Kilifi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.",,,Kenya,KEN,-3.8303,39.7435,Microscopy,,5,2009,5,2009,0.6,8,1,4,0.25,2000
643,815924,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,-1.9107,37.5069,RDT,Rapid Uni-Gold,3,2003,8,2003,0.3,4,2,17,0.117647059,2000
644,815958,,"Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,,Kenya,KEN,-3.10645,40.14855,RDT,OptiMAL-IT,10,2008,10,2008,5,15,1,106,0.009433962,2000
645,822325,,"Mwangi, T.W. (2003). <i>Clinical epidemiology of malaria under differing levels of transmission.</i> D. Phil. Thesis. The Open University: Weatherall Institute of Molecular Medicine, Oxford, United Kingdom.","Mwangi, T.W. (2008) personal communication.",,Kenya,KEN,-3.5201,39.8598,Microscopy,,3,2001,3,2001,0,11,36,206,0.174757282,2000
646,815986,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.61884,34.72803,RDT,Paracheck Pf (Dipstick),7,2009,7,2009,4,15,4,110,0.036363636,2000
647,815998,,"Leenstra, T., Petersen, L.T., Kariuki, S.K., Oloo, A.J., Kager, P.A. and ter Kuile, F.O. (2005).  <b>Prevalence and severity of malnutrition and age at menarche; cross-sectional studies in adolescent schoolgirls in western Kenya.</b> <i>European Journal of Clinical Nutrition</i>, <b>59</b>(1):41-8","Leenstra, T. (2009) personal communication.",,Kenya,KEN,-0.13216,34.30652,Microscopy,,2,1999,2,1999,12,18,6,23,0.260869565,2000
648,816014,,"Okech, B.A. (2004). <i>Environmental factors affecting the development of <i>Plasmodium falciparum</i> in <i>Anopheles</i> gambaie mosquitoes.</i>",,,Kenya,KEN,-0.47488,34.17307,Microscopy,,12,2001,12,2001,1,20,45,161,0.279503106,2000
649,816045,,"Gitonga, C. and Brooker, S. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.44582,39.63616,RDT,Paracheck Pf (Dipstick),2,2009,2,2009,5,17,0,109,0,2000
650,816053,,"Gitonga, C. and Brooker, S. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-2.26538,40.10856,RDT,Paracheck Pf (Dipstick),2,2009,2,2009,5,17,0,108,0,2000
651,816071,,"Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,,Kenya,KEN,-4.19924,39.59652,RDT,OptiMAL-IT,9,2008,9,2008,5,15,3,104,0.028846154,2000
652,816079,,"Bejon, P., Mwacharo, J., Kai, O., Mwangi, T., Milligan, P., Todryk, S., Keating, S., Lang, T., Lowe, B., Gikonyo, C., Molyneux, C., Fegan, G., Gilbert, S.C., Peshu, N., Marsh, K. and Hill, A.V. (2006).  <b>A phase 2b randomised trial of the candidate malaria vaccines FP9 ME-TRAP and MVA ME-TRAP among children in Kenya.</b> <i>PLoS Clinical Trials</i>, <b>1</b>(6):e29","Bejon, P. (2006) personal communication.",,Kenya,KEN,-3.8292,39.7528,Microscopy,,2,2005,2,2005,1,6,82,105,0.780952381,2000
653,816080,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,0.37708,34.34559,RDT,Rapid Uni-Gold,2,2003,2,2003,0.4,5,34,35,0.971428571,2000
654,816091,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,-4.2688,39.5482,RDT,Rapid Uni-Gold,9,2003,9,2003,0.7,5,21,22,0.954545455,2000
655,816094,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-2.03285,38.25022,RDT,Paracheck Pf (Device),11,2009,11,2009,5,17,0,110,0,2000
656,816096,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-1.06789,36.56131,RDT,Paracheck Pf (Device),10,2009,10,2009,5,17,1,110,0.009090909,2000
657,816100,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,-2.2502,37.816,RDT,Rapid Uni-Gold,9,2003,9,2003,0.5,5,1,14,0.071428571,2000
658,816103,," Kilifi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.",,,Kenya,KEN,-3.5272,39.8587,Microscopy,,4,2009,4,2009,3,11,0,4,0,2000
659,816120,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,-4.228,39.5898,RDT,Rapid Uni-Gold,9,2003,9,2003,0.6,4,12,17,0.705882353,2000
660,816197,," Kilifi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.",,,Kenya,KEN,-3.5467,39.8278,Microscopy,,4,2009,4,2009,0.9,12,0,12,0,2000
661,816210,,"Guyatt, H.L., Corlett, S.K., Robinson, T.P., Ochola, S.A. and Snow, R.W. (2002).  <b>Malaria prevention in highland Kenya: indoor residual house-spraying vs. insecticide-treated bednets.</b> <i>Tropical Medicine & International Health</i>, <b>7</b>(4):298-303","Snow, RW. (2002) personal communication.",,Kenya,KEN,-0.8392,34.808,RDT,ICT Malaria Pf,7,2000,7,2000,1,89,4,201,0.019900498,2000
662,816224,,"Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,,Kenya,KEN,-3.62131,39.60592,RDT,OptiMAL-IT,10,2008,10,2008,5,15,8,106,0.075471698,2000
663,816227,," Kilifi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.",,,Kenya,KEN,-3.8388,39.7537,Microscopy,,5,2009,5,2009,0.2,11,4,20,0.2,2000
664,816238,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,-2.271,37.8077,RDT,Rapid Uni-Gold,9,2003,9,2003,0.7,4,1,7,0.142857143,2000
665,816252,,"Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,,Kenya,KEN,-3.62609,39.8509,RDT,OptiMAL-IT,9,2008,9,2008,5,15,0,106,0,2000
666,816257,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,0.56559,35.0665,RDT,Paracheck Pf (Device),11,2009,11,2009,5,17,0,110,0,2000
667,816272,,"Gitonga, C. and Brooker, S. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.48083,39.65197,RDT,Paracheck Pf (Dipstick),2,2009,2,2009,5,17,0,92,0,2000
668,820727,,"Marsh, K. (1995) personal communication.",,,Kenya,KEN,-3.517,39.805,Microscopy,,3,1995,3,1995,1,4,48,72,0.666666667,2000
669,816325,,"Gitonga, C. and Brooker, S. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-2.34789,40.12394,RDT,Paracheck Pf (Dipstick),3,2009,3,2009,5,17,0,103,0,2000
670,816364,,"Manda, H. and Gouagna, L.C. International Centre for Insect Physiology and Ecology / NIH ICDR-funded, (2009) personal communication.",,,Kenya,KEN,-0.44041,34.21862,Microscopy,,1,2004,2,2004,2,12,14,111,0.126126126,2000
671,816411,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,-4.0866,39.0829,RDT,Rapid Uni-Gold,7,2003,9,2003,0.8,5,14,14,1,2000
672,816445,,"Brooker, S. (2008) personal communication.","Clarke, SE, Jukes, MC, Njagi, JK, Khasakhala, L, Cundill, B, Otido, J, Crudder, C, Estambale, BB and Brooker, S. (2008).  <b>Effect of intermittent preventive treatment of malaria on health and education in schoolchildren: a cluster-randomised, double-blind, placebo-controlled trial.</b> <i>Lancet</i>, <b>372</b>(9633):127-38",,Kenya,KEN,-0.0693,34.3207,Microscopy,,3,2005,3,2005,5,14,6,258,0.023255814,2000
673,816451,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-1.15625,36.59623,RDT,Paracheck Pf (Device),11,2009,11,2009,5,17,0,109,0,2000
674,816499,,"Mwaniki, D.L. (2002). <i>Anaemia and status of iron, vitamin A and zinc in Kenya.</i> Nairobi, Kenya: UNICEF 256pg.",,,Kenya,KEN,-0.201,36.382,Microscopy,,10,1999,10,1999,0,5,11,117,0.094017094,2000
675,816503,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.76737,36.88414,RDT,Paracheck Pf (Device),11,2009,11,2009,5,17,0,110,0,2000
676,816513,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.68109,35.81882,RDT,Paracheck Pf (Device),9,2009,9,2009,5,17,0,106,0,2000
677,816522,,"Snow, R.W. (1991) personal communication.",,,Kenya,KEN,-3.49849,39.87182,Microscopy,,7,1989,11,1991,1,4,5,8,0.625,2000
678,816530,,"Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,,Kenya,KEN,-3.62025,39.74167,RDT,OptiMAL-IT,10,2008,10,2008,5,15,2,109,0.018348624,2000
679,816537,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-1.0947,37.4857,RDT,Paracheck Pf (Device),10,2009,10,2009,5,17,0,109,0,2000
680,816541,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,0.22096,34.05003,RDT,Paracheck Pf (Device),10,2009,10,2009,5,17,56,110,0.509090909,2000
